id,slug,name,brand,sku,category,subCategory,priceMin,priceMax,priceRange,priceUnit,material,finish,color,dimensions,installationType,warranty,origin,availability,status,stockNote,image,images,imageAlt,imageVerified,imageSourceUrl,style,compatibleStyles,suitableFor,suitableRoomSize,budgetSegment,description,features,technicalSpecs,careInstructions,includedItems,showroomName,showroomLocation,showroomContact,sellerType,soldBy,fulfilledBy,commerceType,supplierType,sourceUrl,priceSource,sourceNote
llv-mir-gls-q24c85,guong-led-gls-q24c85-tron-vien-nhom-nau-60cm,Gương LED GLS Q24C85 Tròn Viền Nhôm Nâu 60cm,GLS,Q24C85,Gương,Gương LED tròn,3010000,3550000,3.010.000đ – 3.550.000đ,sản phẩm,Gương Guardian + khung nhôm,LED ánh sáng trong 3 màu,Nâu,Ø600 x 40 mm,"Treo tường, cần điểm điện chờ",10 năm,Phôi gương Thái Lan; sản xuất tại Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q24c85_1701077577.jpg,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q24c85_1701077577.jpg,Gương LED GLS Q24C85 Tròn Viền Nhôm Nâu 60cm,TRUE,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q24c85_1701077577.jpg,Japandi,Japandi | Warm Neutral | Modern,Phòng tắm Japandi; căn hộ nhỏ; nhà phố,4–8 m²,30–60 triệu,"Gương LED tròn viền nâu hợp concept Japandi và warm-neutral, dễ phối với tủ lavabo gỗ hoặc gạch beige.",Cảm ứng không chạm | LED 3 màu | Viền nâu mềm hơn viền đen | Phù hợp khu lavabo cần ánh sáng nhẹ,Kiểu dáng: tròn | Kích thước: Ø600 x 40mm | Nguồn: 60W | Input voltage: 100V–240V,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/gls-q24c85-p27412.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-mir-cleanmax-t01,guong-led-cleanmax-t01-treo-tuong,Gương Đèn LED Treo Tường CleanMax T01,CleanMax,T01,Gương,Gương LED treo tường,3600000,3600000,3.600.000đ,sản phẩm,Gương Bỉ + LED,"LED cảm ứng, chống mờ",Trắng/ánh sáng LED,20 x 20 cm theo nguồn; cần showroom xác nhận kích thước thực tế,"Treo tường, cần điểm điện chờ",10 năm,Trung Quốc / công nghệ Châu Âu theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/12/14/large/t01-_1702538001.jpg,https://luxbath.vn/images/products/2023/12/14/large/t01-_1702538001.jpg,Gương Đèn LED Treo Tường CleanMax T01,TRUE,https://luxbath.vn/images/products/2023/12/14/large/t01-_1702538001.jpg,Modern,Modern | Hotel | Luxury,Phòng tắm khách sạn; vanity corner; khu lavabo cần chống mờ,4–10 m²,30–60 triệu,"Gương LED CleanMax T01 tích hợp cảm ứng và chống mờ, phù hợp phòng tắm hiện đại cần ánh sáng thao tác tốt.",Cảm ứng bật/tắt | Sấy khô chống mờ | Hỗ trợ nghe nhạc theo mô tả nguồn | Thiết kế hiện đại,Model: T01 | Kiểu dáng: tròn | Loại gương: nửa thân | Bảo hành: 10 năm,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/cleanmax-t01-p27952.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; một số kích thước cần showroom xác nhận lại."
llv-mir-cleanmax-t03,guong-led-cleanmax-t03-treo-tuong,Gương Đèn LED Treo Tường CleanMax T03,CleanMax,T03,Gương,Gương LED treo tường,3600000,3600000,3.600.000đ,sản phẩm,Gương Bỉ + LED,"LED cảm ứng, chống mờ",Trắng/ánh sáng LED,Theo model T03; cần showroom xác nhận kích thước thực tế,"Treo tường, cần điểm điện chờ",10 năm,Việt Nam/Trung Quốc theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/12/14/large/t03-_1702537831.jpg,https://luxbath.vn/images/products/2023/12/14/large/t03-_1702537831.jpg,Gương Đèn LED Treo Tường CleanMax T03,TRUE,https://luxbath.vn/images/products/2023/12/14/large/t03-_1702537831.jpg,Modern,Modern | Hotel | Minimal,Phòng tắm căn hộ; khu lavabo cần chống mờ,4–9 m²,30–60 triệu,"CleanMax T03 là mẫu gương LED cảm ứng có chống mờ, phù hợp khu lavabo cần ánh sáng gọn gàng và hiện đại.",Chất liệu gương Bỉ | Sấy khô chống mờ | Cảm ứng điều khiển | Dễ phối phòng tắm modern,Model: T03 | Kiểu dáng: tròn | Bảo hành: 10 năm | Vị trí: khu lavabo/phòng tắm,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/cleanmax-t03-p27936.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-van-duravit-br4050r1021,tu-chau-lavabo-duravit-br4050r1021,Tủ Chậu Lavabo Duravit BR4050R1021,Duravit,BR4050R1021,Tủ lavabo,Tủ chậu lavabo treo/tủ lavabo compact,22060000,22060000,22.060.000đ,sản phẩm,Nhựa PVC + chậu sứ,"Bề mặt siêu bóng, chống bám bẩn",Vân gỗ / trắng,442 x 434 x 339 mm,Treo/gắn tường hoặc lắp cùng chậu theo bộ,Theo chính sách showroom,Công nghệ Đức theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2023/10/16/br4050r1021.webp,https://luxbath.vn/upload_images/images/2023/10/16/br4050r1021.webp,Tủ Chậu Lavabo Duravit BR4050R1021,TRUE,https://luxbath.vn/upload_images/images/2023/10/16/br4050r1021.webp,Luxury,Luxury | Modern | Hotel,Phòng tắm master; căn hộ cao cấp; khu lavabo cần lưu trữ,5–10 m²,Trên 60 triệu,"Tủ chậu Duravit BR4050R1021 giúp tăng lưu trữ dưới lavabo, phù hợp phòng tắm premium cần bề mặt dễ vệ sinh và cảm giác gọn gàng.","Bề mặt siêu bóng, chống bám bẩn | Tủ lưu trữ giúp phòng tắm gọn hơn | Độ bền cao, có tay cầm đóng mở | Phù hợp concept cao cấp",Mã sản phẩm: BR4050R1021 | Kích thước: 442 x 434 x 339mm | Chất liệu tủ: nhựa PVC | Công nghệ sản xuất: Đức,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/tu-chau-lavabo-duravit-br4050r1021-p26581.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-acc-duraqua-s6609,ke-guong-duraqua-s6609,Kệ Gương Duraqua S6609,Duraqua,S6609,Phụ kiện,Kệ gương/kệ kính,890000,990000,890.000đ – 990.000đ,sản phẩm,Hợp kim nhôm + kính,Chrome/kính trong,Bạc chrome,600 x 140 x 80 mm,Gắn tường dưới gương,1 năm,Nhật Bản theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2021/10/29/ke-guong-hop-kim-nhom-duraqua-s6609.webp,https://luxbath.vn/upload_images/images/2021/10/29/ke-guong-hop-kim-nhom-duraqua-s6609.webp,Kệ Gương Duraqua S6609,TRUE,https://luxbath.vn/upload_images/images/2021/10/29/ke-guong-hop-kim-nhom-duraqua-s6609.webp,Modern,Modern | Minimal | Hotel,Phòng tắm nhỏ; khu lavabo cần kệ mỹ phẩm,3–8 m²,Dưới 30 triệu,"Kệ gương Duraqua S6609 giúp tăng không gian đặt mỹ phẩm dưới gương, phù hợp phòng tắm nhỏ cần lưu trữ gọn.",Chất liệu hợp kim nhôm và kính | Dễ lắp đặt và sử dụng | Kích thước nhỏ gọn | Phù hợp phòng tắm ẩm,"Mã sản phẩm: S6609 | Kích thước: 600 x 140 x 80mm | Chất liệu: hợp kim nhôm, kính | Xuất xứ: Nhật Bản theo nguồn",Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/ke-guong-duraqua-s6609-p10373.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-acc-techbath-t1206-04,ke-duoi-guong-techbath-t1206-04,Kệ Dưới Gương Techbath T1206.04,Techbath,T1206.04,Phụ kiện,Kệ gương/kệ kính,824000,1030000,824.000đ – 1.030.000đ,sản phẩm,Inox 304 + kính cường lực,Chrome + kính trong,Bạc chrome,500 x 145 x 62 mm,Gắn tường dưới gương,10 năm,Theo nguồn Luxbath,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2026/04/17/techbath-t1206_04-1020x354.webp,https://luxbath.vn/upload_images/images/2026/04/17/techbath-t1206_04-1020x354.webp,Kệ Dưới Gương Techbath T1206.04,TRUE,https://luxbath.vn/upload_images/images/2026/04/17/techbath-t1206_04-1020x354.webp,Modern,Modern | Minimal | Hotel,Khu lavabo; phòng tắm nhỏ; homestay,3–8 m²,Dưới 30 triệu,"Kệ dưới gương Techbath T1206.04 dùng inox 304 và kính cường lực, hợp để sắp xếp đồ dùng nhỏ ở khu lavabo.","Inox 304 chống gỉ | Kính cường lực dễ vệ sinh | Tối ưu không gian dưới gương | Thiết kế gọn, dễ phối",Mã sản phẩm: T1206.04 | Kích thước: 500 x 145 x 62mm | Chất liệu: inox 304 + kính cường lực | Bảo hành: 10 năm,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/techbath-t1206-04-p47172.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-acc-cotto-ct0062hm,ke-kinh-duoi-guong-cotto-ct0062-hm,Kệ Kính Dưới Gương COTTO CT0062(HM),COTTO,CT0062(HM),Phụ kiện,Kệ gương/kệ kính,2650000,3200000,2.650.000đ – 3.200.000đ,sản phẩm,Inox cao cấp + kính cường lực,Niken/Crôm dày 8 micron,Bạc chrome,660 mm,Gắn tường dưới gương,1 năm,Thái Lan,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2022/03/25/ke-kinh-duoi-guong-cotto-ct0062-hm-.webp,https://luxbath.vn/upload_images/images/2022/03/25/ke-kinh-duoi-guong-cotto-ct0062-hm-.webp,Kệ Kính Dưới Gương COTTO CT0062(HM),TRUE,https://luxbath.vn/upload_images/images/2022/03/25/ke-kinh-duoi-guong-cotto-ct0062-hm-.webp,Hotel,Hotel | Luxury | Modern,Phòng tắm cao cấp; khách sạn; khu lavabo dài,4–10 m²,30–60 triệu,"Kệ kính COTTO CT0062(HM) có thiết kế chrome sang, giúp khu lavabo gọn gàng và đồng bộ với phụ kiện kim loại.",Thiết kế hiện đại | Kính cường lực dễ vệ sinh | Hoàn thiện Niken/Crôm | Phù hợp concept khách sạn,"Mã sản phẩm: CT0062(HM) | Kích thước: 660mm | Chất liệu: inox cao cấp, kính cường lực | Công nghệ sản xuất: Thái Lan",Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/ke-kinh-duoi-guong-cotto-ct0062-hm--p12709.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-acc-miken-mg3001,pheu-thoat-san-ngang-miken-mg-3001,Phễu Thoát Sàn Ngang Miken MG-3001,Miken,MG-3001,Phụ kiện,Phễu thoát sàn,510000,680000,510.000đ – 680.000đ,sản phẩm,Inox/SUS 304 theo nhóm sản phẩm,Xước mờ kim loại,Bạc inox,Mặt 100 x 75 x 100mm; bề mặt 120 x 120mm,Âm sàn/khu vực thoát nước phòng tắm,Theo chính sách showroom,Trung Quốc; công nghệ Nhật Bản theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/10/19/large/miken-mg-3001_1697767030.jpg,https://luxbath.vn/images/products/2023/10/19/large/miken-mg-3001_1697767030.jpg,Phễu Thoát Sàn Ngang Miken MG-3001,TRUE,https://luxbath.vn/images/products/2023/10/19/large/miken-mg-3001_1697767030.jpg,Modern,Modern | Minimal | Budget,Khu tắm đứng; sàn phòng tắm; nhà thuê/homestay,2–10 m²,Dưới 30 triệu,"Phễu thoát sàn Miken MG-3001 giúp thoát nước nhanh và hạn chế rác/tóc đi xuống đường ống, phù hợp khu tắm đứng.",Thoát nước nhanh | Tháo lắp dễ vệ sinh | Phù hợp sàn nhà vệ sinh | Thiết kế ngang gọn,Mã sản phẩm: MG-3001 | Kích thước mặt: 100 x 75 x 100mm | Kích thước bề mặt: 120 x 120mm | Phi 76–90 theo nguồn,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/pheu-thoat-san-ngang-miken-mg-3001-p26720.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-fau-premier-9005,voi-lavabo-premier-9005-nong-lanh,Vòi Lavabo Gật Gù Nóng Lạnh Premier 9005,Premier,9005,Vòi lavabo,Vòi lavabo 1 chân thấp,1950000,1950000,1.950.000đ,sản phẩm,Đồng,Chrome bóng,Chrome,160 x 120 mm,Gắn chậu/gắn bàn 1 lỗ,Theo chính sách showroom,Việt Nam / công nghệ Thái Lan theo nguồn,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2025/03/16/large/premier-9005_1742088367.png,https://luxbath.vn/images/products/2025/03/16/large/premier-9005_1742088367.png,Vòi Lavabo Gật Gù Nóng Lạnh Premier 9005,TRUE,https://luxbath.vn/images/products/2025/03/16/large/premier-9005_1742088367.png,Modern,Modern | Minimal | Budget,Lavabo âm bàn; lavabo treo; bàn đá thấp,3–8 m²,Dưới 30 triệu,"Premier 9005 là vòi lavabo nóng lạnh dáng thấp, phù hợp phòng tắm căn hộ cần lựa chọn tiết kiệm nhưng vẫn gọn gàng.",Đồng nguyên sinh tỷ lệ cao theo nguồn | Dễ vệ sinh | Thiết kế gật gù tiện dùng | Phù hợp nhiều loại lavabo,Mã sản phẩm: 9005 | Kích thước: 160 x 120mm | Vật liệu: đồng | Màu sắc: chrome,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/premier-9005-p39997.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-tile-vid-d6615,gach-granite-vid-d6615-60x60-van-da-beige,Gạch Granite VID D6615 60x60 Vân Đá Beige,VID Nam Định,D6615,Gạch ốp,Gạch lát nền granite,320000,420000,320.000đ – 420.000đ,sản phẩm,Granite đồng chất,Men bóng/vân đá,Beige marble,600 x 600 mm,Lát nền hoặc ốp tường theo tư vấn thi công,Theo chính sách showroom,Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2020/08/31/D6615.webp,https://luxbath.vn/upload_images/images/2020/08/31/D6615.webp,Gạch Granite VID D6615 60x60 Vân Đá Beige,TRUE,https://luxbath.vn/upload_images/images/2020/08/31/D6615.webp,Warm Neutral,Warm Neutral | Luxury | Hotel,Sàn phòng tắm khô; khu vanity; căn hộ/homestay,4–12 m²,30–60 triệu,"Gạch granite VID D6615 vân đá beige giúp không gian sáng và ấm, phù hợp concept phòng tắm warm-neutral hoặc hotel-style.",Vân đá sáng tạo cảm giác rộng | Xương granite cứng chắc | Phối tốt với lavabo trắng và phụ kiện chrome | Dùng làm material board cho concept,Mã tham khảo: D6615 | Kích thước: 60x60cm | Chất liệu: granite | Đơn vị giá: tham khảo theo m²,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/thong-tin-chung/6-uu-diem-cua-gach-granite-vid-nam-dinh-ban-can-biet-khi-mua-gach-n934.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Dữ liệu gạch dùng làm material-board prototype, ảnh và thông tin tham khảo từ bài viết Luxbath; cần xác nhận mã/giá showroom khi triển khai thật."
llv-tile-vid-d6606,gach-granite-vid-d6606-60x60-xam-ngoai-troi,Gạch Granite VID D6606 60x60 Xám Sáng,VID Nam Định,D6606,Gạch ốp,Gạch lát nền granite,320000,450000,320.000đ – 450.000đ,sản phẩm,Granite đồng chất,Men matt/chống trơn tham khảo,Xám sáng,600 x 600 mm,Lát nền khu tắm/sàn phụ theo tư vấn thi công,Theo chính sách showroom,Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2020/08/31/vid%20d6606.webp,https://luxbath.vn/upload_images/images/2020/08/31/vid%20d6606.webp,Gạch Granite VID D6606 60x60 Xám Sáng,TRUE,https://luxbath.vn/upload_images/images/2020/08/31/vid%20d6606.webp,Minimal,Minimal | Modern | Budget,Phòng tắm nhỏ; nhà thuê; homestay cần dễ vệ sinh,3–10 m²,Dưới 30 triệu,"Gạch xám sáng giúp phòng tắm sạch, dễ phối với sen/vòi chrome và concept minimal.",Màu xám dễ phối | Phù hợp không gian cần cảm giác sạch | Có thể dùng làm nền concept minimal | Tham khảo nhóm granite VID chống thấm tốt,Mã tham khảo: D6606 | Kích thước: 60x60cm | Chất liệu: granite | Đơn vị giá: tham khảo theo m²,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/thong-tin-chung/6-uu-diem-cua-gach-granite-vid-nam-dinh-ban-can-biet-khi-mua-gach-n934.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Dữ liệu gạch dùng làm material-board prototype, ảnh và thông tin tham khảo từ Luxbath; cần showroom xác nhận mã/giá cuối."
llv-tile-hex-bathroom-anti-slip,gach-nen-nha-tam-luc-giac-chong-tron,Gạch Nền Nhà Tắm Lục Giác Chống Trơn,Material Board,HEX-BATH-01,Gạch ốp,Gạch nền nhà tắm chống trơn,280000,520000,280.000đ – 520.000đ,sản phẩm,Ceramic/porcelain chống trơn tham khảo,Bề mặt nhám,Trắng/xám,Lục giác nhỏ; kích thước theo nhà cung cấp,Lát sàn phòng tắm/khu ướt,Theo nhà cung cấp,Tham khảo thị trường,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/nen-nha-tam%281%29.webp,https://luxbath.vn/upload_images/images/nen-nha-tam%281%29.webp,Gạch Nền Nhà Tắm Lục Giác Chống Trơn,TRUE,https://luxbath.vn/upload_images/images/nen-nha-tam%281%29.webp,Minimal,Minimal | Modern | Family-friendly,Phòng tắm nhỏ; nhà có trẻ em/người lớn tuổi; khu tắm ướt,2–8 m²,Dưới 30 triệu,"Gạch lục giác chống trơn phù hợp khu sàn phòng tắm ướt, hỗ trợ giảm nguy cơ trơn trượt và tăng điểm nhấn visual.",Bề mặt nhiều mạch tạo ma sát | Hợp phòng tắm nhỏ | Tạo pattern visual sạch | Dễ phối gạch tường trắng,Loại: gạch nền chống trơn | Bề mặt: nhám/anti-slip tham khảo | Ứng dụng: sàn phòng tắm | Đơn vị giá: tham khảo theo m²,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/thong-tin-chung/lam-the-nao-de-nha-tam-khong-bi-tron-truot--n2964.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,Material-board prototype dựa trên bài hướng dẫn chống trơn; cần thay bằng mã gạch cụ thể khi có catalogue showroom.
llv-tile-viglacera-gloss-living,gach-op-lat-viglacera-men-bong-sang,Gạch Ốp Lát Viglacera Men Bóng Sáng,Viglacera,VIG-GLOSS-REF,Gạch ốp,Gạch ốp/lát men bóng,280000,480000,280.000đ – 480.000đ,sản phẩm,Ceramic/granite theo nhóm sản phẩm,Men bóng chống bám bẩn,Kem sáng,60x60cm hoặc tùy mã sản phẩm,Ốp/lát theo tư vấn thi công,Theo chính sách showroom,Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/upload_images/images/2020/06/28/gach-op-lat-viglacera.webp,https://luxbath.vn/upload_images/images/2020/06/28/gach-op-lat-viglacera.webp,Gạch Ốp Lát Viglacera Men Bóng Sáng,TRUE,https://luxbath.vn/upload_images/images/2020/06/28/gach-op-lat-viglacera.webp,Modern,Modern | Luxury | Hotel,Phòng tắm sáng; khu vanity; căn hộ cần cảm giác rộng,4–12 m²,30–60 triệu,"Gạch men bóng sáng giúp tăng phản xạ ánh sáng, phù hợp concept phòng tắm hotel-style hoặc không gian cần cảm giác rộng.","Bề mặt sáng, dễ lau | Phù hợp phong cách modern/luxury | Dễ phối với lavabo trắng | Dùng làm material board cho concept","Nhóm: gạch ốp/lát Viglacera | Kích thước phổ biến: 30x60, 60x60, 80x80 theo bài nguồn | Bề mặt: men bóng/matt tùy mã | Đơn vị giá: tham khảo theo m²",Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/thong-tin-chung/6-diem-khac-biet-cua-gach-op-lat-viglacera-so-1-thi-truong-n767.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Material-board prototype dựa trên bài viết Luxbath; cần showroom xác nhận mã gạch, giá và tồn kho cụ thể."
